arxiv_id_clean,title,subfield_kw,release_month,release_year,upvotes,citation_count,influential_citations,age_months,attention_resid_pct,impact_resid_pct,label,max_prior_papers_true_w99,max_years_active,tierB_resolved,max_hindex,last_author_hindex,n_authors,has_github,num_comments,citation_repaired,ai_keywords
2307.10928,FLASK: Fine-grained Language Model Evaluation based on Alignment Skill Sets,Benchmark/Eval,2023-07,2023,14,200.0,21.0,34.69119579500657,0.5678772919605077,0.8102080394922426,neutral,62.0,11.0,True,33.0,33.0,9.0,1,2,0,large language models; FLASK; fine-grained evaluation; skill composition; user instructions; model evaluation; domain-specific; difficulty levels; model-based evaluation; human-based evaluation
2307.10936,PASTA: Pretrained Action-State Transformer Agents,Reasoning/RL,2023-07,2023,11,6.0,0.0,34.69119579500657,0.3222849083215797,0.011988716502115656,neutral,17.0,9.0,True,11.0,11.0,5.0,0,0,0,self-supervised learning; transformer models; reinforcement learning; expert trajectories; behavioral cloning; offline RL; sensor failure robustness; dynamics change adaptation; tokenization; next token prediction; parameter-efficient fine-tuning; PEFT
2307.11078,Brain2Music: Reconstructing Music from Human Brain Activity,RAG/Retrieval,2023-07,2023,42,19.0,2.0,34.69119579500657,0.8568406205923836,0.15999647390691113,overrated,75.0,25.0,True,20.0,20.0,7.0,0,0,0,functional magnetic resonance imaging; fMRI; MusicLM; music retrieval; music generation; embeddings; voxel-wise encoding modeling
2307.11118,Diffusion Sampling with Momentum for Mitigating Divergence Artifacts,Vision/Image-Gen,2023-07,2023,8,3.0,0.0,34.69119579500657,0.25229196050775743,0.007404795486600846,neutral,26.0,13.0,True,16.0,16.0,5.0,1,0,0,diffusion models; ODE; SDE; higher-order numerical methods; divergence artifacts; stability regions; Heavy Ball momentum; first-order convergence; Generalized Heavy Ball; pixel-based diffusion models; latent-based diffusion models; low-step sampling
2307.11410,Subject-Diffusion:Open Domain Personalized Text-to-Image Generation without Test-time Fine-tuning,Vision/Image-Gen,2023-07,2023,17,221.0,20.0,34.65834428383705,0.5632052186177715,0.771509167842031,neutral,12.0,8.0,True,17.0,17.0,4.0,1,0,0,diffusion models; Subject-Diffusion; LAION-Aesthetics dataset; subject detection bounding boxes; segmentation masks; text descriptions; unified framework; automatic data labeling tool; text and image semantics; coarse location control; fine-grained reference image control; attention control mechanism; multi-subject generation; human customized image generation
2307.11418,FaceCLIPNeRF: Text-driven 3D Face Manipulation using Deformable Neural Radiance Fields,Vision/Image-Gen,2023-07,2023,8,17.0,2.0,34.65834428383705,0.2520275035260931,0.09908321579689704,neutral,213.0,15.0,True,46.0,46.0,5.0,0,0,0,Neural Radiance Fields; NeRF; 3D face reconstruction; novel view synthesis; scene manipulator; latent code-conditional deformable NeRF; Position-conditional Anchor Compositor; PAC; scene deformation; spatially varying latent codes; CLIP embedding space; text-driven manipulation
2307.11526,CopyRNeRF: Protecting the CopyRight of Neural Radiance Fields,Vision/Image-Gen,2023-07,2023,13,47.0,6.0,34.65834428383705,0.4514280677009873,0.31549717912552894,neutral,33.0,10.0,True,32.0,22.0,5.0,1,1,0,Neural Radiance Fields; NeRF; copyright protection; watermarking; distortion-resistant rendering; rendering quality; bit accuracy
2307.11768,Question Decomposition Improves the Faithfulness of Model-Generated Reasoning,Reasoning/RL,2023-07,2023,15,122.0,4.0,34.78975032851511,0.4550423131170663,0.5275035260930888,neutral,29.0,7.0,True,35.0,27.0,24.0,1,0,0,chain-of-thought; decomposition-based methods
2307.11795,Prompting Large Language Models with Speech Recognition Abilities,Speech/Audio,2023-07,2023,18,223.0,30.0,34.65834428383705,0.6786847672778561,0.8501410437235543,neutral,132.0,26.0,True,44.0,44.0,12.0,0,1,0,large language models; speech recognition; abstractive summarization; open-ended question answering; automatic speech recognition; MLS; conformer encoder; LLaMA-7B; multilingual ASR; ablation studies; audio encoder; audio encoder striding
2307.12169,Optimized Network Architectures for Large Language Model Training with Billions of Parameters,LLM-core,2023-07,2023,11,64.0,4.0,34.62549277266754,0.4642101551480959,0.5123413258110014,neutral,8.0,7.0,True,23.0,1.0,5.0,0,0,0,Large Language Models (LLMs); any-to-any networks; GPUs; high-bandwidth communication; HB domains; rail-only connection; Clos networks
2307.12533,PUMA: Secure Inference of LLaMA-7B in Five Minutes,Efficiency/Systems,2023-07,2023,15,113.0,25.0,34.55978975032851,0.5327045133991537,0.6676657263751763,neutral,14.0,16.0,True,20.0,2.0,10.0,1,0,0,MPC; Transformer models; secure inference; GeLU; Softmax; Embedding; LayerNorm; PUMA; MPCFORMER; LLaMA-7B
2307.12560,Interpolating between Images with Diffusion Models,Vision/Image-Gen,2023-07,2023,21,42.0,10.0,34.55978975032851,0.642894922425952,0.2817348377997179,neutral,286.0,47.0,True,57.0,57.0,2.0,1,0,0,latent diffusion models; latent space; denoising; interpolated text embeddings; textual inversion; subject poses; CLIP; FID
2307.12612,Less is More: Focus Attention for Efficient DETR,LLM-core,2023-07,2023,7,134.0,6.0,34.55978975032851,0.2760049365303244,0.7310472496473907,underrated,125.0,7.0,True,55.0,55.0,5.0,0,0,0,DETR-like models; sparsification strategies; sparse encoder; token scoring mechanism; dual attention; background queries; fine-grained object queries; COCO; Focus-DETR
2307.12698,MC-JEPA: A Joint-Embedding Predictive Architecture for Self-Supervised Learning of Motion and Content Features,Vision-Perception,2023-07,2023,7,46.0,0.0,34.55978975032851,0.36230606488011285,0.4017101551480959,neutral,344.08000000000175,46.0,True,138.0,138.0,3.0,0,0,0,self-supervised learning; visual representations; content features; object motion; optical flow estimation; joint-embedding predictive architecture; shared encoder; semantic segmentation
2307.12854,Multiscale Video Pretraining for Long-Term Activity Forecasting,LLM-core,2023-07,2023,6,8.0,0.0,34.55978975032851,0.22425952045133993,0.058180535966149506,neutral,135.0,27.0,True,83.0,57.0,7.0,0,0,0,Multiscale Video Pretraining; MVP; self-supervised pretraining; contextualized representations; timescales; Ego4D; Epic-Kitchens-55/100; long-term forecasting; action anticipation; video summary prediction
2307.12856,"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis",Agents,2023-07,2023,37,373.0,13.0,34.55978975032851,0.7633991537376587,0.8005994358251057,neutral,78.0,10.0,True,40.0,31.0,7.0,0,2,0,pre-trained large language models; LLMs; autonomous web navigation; open domainness; context length; inductive bias; HTML; WebAgent; canonical sub-instructions; task-relevant snippets; Python programs; grounded code generation; local attention mechanisms; global attention mechanisms; long-span denoising objectives; MiniWoB web navigation benchmark; task planning evaluation
2307.12950,RLCD: Reinforcement Learning from Contrast Distillation for Language Model Alignment,Reasoning/RL,2023-07,2023,11,41.0,11.0,34.55978975032851,0.32008110014104374,0.21006699576868829,neutral,47.0,5.0,True,85.0,28.0,5.0,1,0,0,Reinforcement Learning from Contrast Distillation (RLCD); preference model; contrasting positive and negative prompts; reinforcement learning; RLAIF; context distillation; alignment tasks; harmlessness; helpfulness; story outline generation
2307.12976,Evaluating the Ripple Effects of Knowledge Editing in Language Models,Benchmark/Eval,2023-07,2023,13,272.0,37.0,34.55978975032851,0.5350846262341326,0.8646861777150917,neutral,27.0,6.0,True,49.0,33.0,5.0,1,0,0,factual knowledge; factually incorrect generations; editing methods; ripple effect; diagnostic benchmark; related facts; in-context editing
2307.12981,3D-LLM: Injecting the 3D World into Large Language Models,Multimodal,2023-07,2023,40,559.0,63.0,34.55978975032851,0.8022743300423131,0.8835507757404796,neutral,,,False,,,7.0,0,4,1,LLMs; Vision-Language Models; VLMs; 3D world; 3D point clouds; 3D-related tasks; captioning; dense captioning; 3D question answering; task decomposition; 3D grounding; 3D-assisted dialog; navigation; 3D feature extractor; 3D localization mechanism; ScanQA; BLEU-1 score; 3D captioning; task composition; 3D-assisted dialogue
2307.13101,Contrastive Example-Based Control,Reasoning/RL,2023-07,2023,4,4.0,0.0,34.55978975032851,0.058885754583921014,0.006346967559943582,neutral,228.0,9.0,True,167.0,94.0,7.0,1,0,0,reinforcement learning; MDP; offline RL; reward function; transition dynamics; high-return states; Q-values; state-based control; image-based control; implicit model
2307.13226,Strivec: Sparse Tri-Vector Radiance Fields,Vision-Perception,2023-07,2023,6,46.0,3.0,34.526938239159,0.3019217207334274,0.4018864598025388,neutral,47.0,9.0,True,65.0,37.0,5.0,1,0,0,radiance field; sparsely distributed; compactly factorized; local tensor feature grids; tensor decomposition; TensoRF; CANDECOMP/PARAFAC (CP) decomposition; local feature distributions; multi-scale tensor grids; spatial coherence; tri-vector factorization; neural field; aggregating neural features
2307.13269,LoraHub: Efficient Cross-Task Generalization via Dynamic LoRA Composition,Benchmark/Eval,2023-07,2023,34,368.0,45.0,34.526938239159,0.8505818053596615,0.9090267983074753,neutral,17.0,8.0,True,45.0,15.0,6.0,1,2,0,Low-rank adaptations; LoRA; large language models; LLMs; cross-task generalization; LoraHub; Big-Bench Hard; BBH benchmark; few-shot scenarios; in-context learning; general intelligence
2307.13383,Predicting Code Coverage without Execution,Robotics/Embodied,2023-07,2023,9,13.0,2.0,34.526938239159,0.4236600846262341,0.05015867418899859,neutral,35.0,8.0,True,40.0,10.0,5.0,1,0,0,Large Language Models (LLMs); Code Coverage Prediction; Supervised learning; Code navigation; HumanFlexibility dataset; COVERAGEEVAL; Code coverage; Test cases; Inputs; Code understanding; Software engineering tasks
2307.13692,ARB: Advanced Reasoning Benchmark for Large Language Models,Reasoning/RL,2023-07,2023,19,59.0,4.0,34.526938239159,0.5490126939351199,0.30421368124118475,neutral,6.0,7.0,True,15.0,4.0,9.0,0,0,0,Large Language Models (LLMs); ARB; advanced reasoning problems; mathematics; physics; biology; chemistry; law; symbolic reasoning; GPT-4; Claude; rubric-based evaluation; human evaluation; symbolic subset
2307.13702,Measuring Faithfulness in Chain-of-Thought Reasoning,Reasoning/RL,2023-07,2023,29,449.0,43.0,34.78975032851511,0.71262341325811,0.8579866008462623,neutral,29.0,7.0,True,35.0,27.0,30.0,0,1,0,chain-of-thought; CoT; reasoning; model predictions; intervention; test-time compute
2307.13720,Composite Diffusion | whole >= Σparts,Vision/Image-Gen,2023-07,2023,9,1.0,0.0,34.526938239159,0.29442877291960506,0.0015867418899858955,neutral,13.0,22.0,True,4.0,1.0,2.0,0,0,1,Composite Diffusion; sub-scenes; text-to-image diffusion models; free-form segment layout; reference images; control inputs; human pose; canny edges; modular method; image composites; image quality metrics; intuitive art creation; spatial control; semantic control; creative control; plug-and-play; fine-tuned models
2307.13813,How to Scale Your EMA,LLM-core,2023-07,2023,9,27.0,2.0,34.526938239159,0.37790902679830746,0.2541431593794076,neutral,16.0,11.0,True,73.0,7.0,7.0,0,4,0,stochastic gradient descent; Exponential Moving Average (EMA); robustness; generalization; supervised learning; pseudo-labeling; Self-Supervised Learning (SSL); BYOL; wall-clock time
2307.13854,WebArena: A Realistic Web Environment for Building Autonomous Agents,Agents,2023-07,2023,27,1444.0,189.0,34.526938239159,0.6541784203102962,0.9660613540197461,neutral,344.08000000000175,17.0,True,92.0,92.0,11.0,1,4,0,autonomous agents; natural language commands; synthetic environments; realistic environment; reproducible environment; fully functional websites; domains; e-commerce; social forum discussions; collaborative software development; content management; tools; external knowledge bases; human-like task-solving; benchmark tasks; functional correctness; end-to-end task success rate; robust agents; state-of-the-art LMs; WebArena; GPT-4
2307.13908,Points-to-3D: Bridging the Gap between Sparse Points and Shape-Controllable Text-to-3D Generation,Vision/Image-Gen,2023-07,2023,9,48.0,0.0,34.49408672798948,0.29363540197461213,0.3222849083215797,neutral,344.08000000000175,33.0,True,72.0,72.0,6.0,0,0,0,2D diffusion models; 3D diffusion models; NeRF; score distillation; sparse 3D points; point cloud guidance loss; 2D image diffusion model; ControlNet; depth map; geometric prior; view consistency; shape controllability
2307.13924,trajdata: A Unified Interface to Multiple Human Trajectory Datasets,Agents,2023-07,2023,3,36.0,3.0,34.49408672798948,0.025652327221438644,0.15523624823695345,neutral,344.08000000000175,60.0,True,69.0,69.0,4.0,1,0,0,trajectory forecasting; human trajectory datasets; autonomous vehicles; pedestrian motion tracking; trajdata; uniform representation; API; empirical evaluation; motion forecasting; Apache 2.0 license
2307.13974,Tracking Anything in High Quality,Vision-Perception,2023-07,2023,15,11.0,1.0,34.49408672798948,0.6599964739069112,0.0885049365303244,neutral,8.0,2.0,True,107.0,9.0,12.0,1,2,0,video multi-object segmenter; mask refiner; Segment Anything Model; visual object segmentation; VOTS2023 challenge
2307.14008,Adaptive Frequency Filters As Efficient Global Token Mixers,LLM-core,2023-07,2023,4,102.0,5.0,34.49408672798948,0.11997531734837799,0.6566466854724965,neutral,236.0,32.0,True,78.0,74.0,6.0,1,0,0,vision transformers; large-kernel CNNs; MLPs; self-attention mechanisms; adaptive frequency filters; Fourier transform; AFF token mixer; AFFNet; visual recognition; dense prediction tasks
2307.14117,Leveraging Implicit Feedback from Deployment Data in Dialogue,Agents,2023-07,2023,5,17.0,0.0,34.49408672798948,0.07598730606488012,0.05509520451339915,neutral,244.0,25.0,True,107.0,107.0,5.0,0,0,0,conversational agents; dialogue; BlenderBot; user response length; sentiment; reactions
2307.14225,Large Language Models are Competitive Near Cold-start Recommenders for Language- and Item-based Preferences,LLM-core,2023-07,2023,9,189.0,8.0,34.49408672798948,0.3769393511988717,0.8101198871650211,neutral,225.0,23.0,True,48.0,17.0,5.0,0,0,0,large language models; prompting paradigms; item-based collaborative filtering; cold-start case; zero-shot; few-shot
2307.14334,Towards Generalist Biomedical AI,Multimodal,2023-07,2023,14,507.0,29.0,34.49408672798948,0.41431593794076166,0.8696227080394923,neutral,23.0,11.0,True,79.0,29.0,32.0,0,0,0,multimodal; biomedical AI; generative model; medical question answering; mammography; dermatology; radiology report generation; genomic variant calling; zero-shot generalization; transfer learning; emergent reasoning; chest X-ray reports; radiologist evaluation
2307.14335,WavJourney: Compositional Audio Creation with Large Language Models,Speech/Audio,2023-07,2023,45,43.0,1.0,34.49408672798948,0.9133462623413258,0.4085860366713681,neutral,344.08000000000175,20.0,True,67.0,45.0,11.0,1,1,0,Large Language Models; WavJourney; audio storytelling; audio scripts; spatio-temporal relationships; script compiler; audio generation models; computational operation functions; audio content generation; interactive rationale; human-machine co-creation
2307.14460,MiDaS v3.1 -- A Model Zoo for Robust Monocular Relative Depth Estimation,Vision-Perception,2023-07,2023,9,268.0,28.0,34.49408672798948,0.46491537376586745,0.8674188998589563,neutral,19.0,60.0,True,16.0,16.0,3.0,1,1,0,monocular depth estimation; transformers; pretrained vision transformers; ViT; BEiT; Swin; SwinV2; Next-ViT; LeViT
2307.14535,Scaling Up and Distilling Down: Language-Guided Robot Skill Acquisition,Vision/Image-Gen,2023-07,2023,15,239.0,11.0,34.49408672798948,0.5081981664315938,0.7899330042313117,neutral,86.0,11.0,True,58.0,58.0,3.0,1,0,0,large language model; sampling-based robot planners; diffusion policy; multi-task behavior-cloning; multi-task benchmark; language-conditioned visuo-motor policy
2307.14620,NeRF-Det: Learning Geometry-Aware Volumetric Representation for Multi-View 3D Object Detection,Vision/Image-Gen,2023-07,2023,15,72.0,13.0,34.46123521681997,0.5076692524682651,0.43899858956276444,neutral,344.08000000000175,53.0,True,99.0,92.0,11.0,1,0,0,NeRF; NeRF-Det; indoor 3D detection; posed RGB images; scene geometry; NeRF-MLP; shared MLP; geometry-aware volumetric representations; ScanNet; ARKITScenes; mAP
2307.14936,PanGu-Coder2: Boosting Large Language Models for Code with Ranking Feedback,Benchmark/Eval,2023-07,2023,42,104.0,9.0,34.46123521681997,0.8918370944992948,0.6464210155148096,neutral,11.0,5.0,True,19.0,10.0,12.0,0,2,0,RRTF; pre-trained large language models; code generation; OpenAI HumanEval; CoderEval; LeetCode benchmarks
2307.14995,Scaling TransNormer to 175 Billion Parameters,Efficiency/Systems,2023-07,2023,23,37.0,4.0,34.46123521681997,0.693935119887165,0.3262517630465444,overrated,54.0,9.0,True,59.0,27.0,12.0,0,4,0,linear attention; softmax attention; TransNormer; positional embedding; LRPE; exponential decay; attention dilution; Lightning Attention; gating mechanism; tensor normalization; inference algorithm; numerical stability; sequence length; scalability; pre-trained models
2307.15042,TEDi: Temporally-Entangled Diffusion for Long-Term Motion Synthesis,Vision/Image-Gen,2023-07,2023,7,52.0,2.0,34.46123521681997,0.20310296191819463,0.342648095909732,neutral,30.0,7.0,True,31.0,31.0,4.0,1,1,0,Denoising Diffusion Probabilistic Models; DDPM; diffusion process; image synthesis; motion domain; temporal-axis; temporally varying denoising; motion buffer; clean frame; long-term motion synthesis; character animation
2307.15063,To Adapt or Not to Adapt? Real-Time Adaptation for Semantic Segmentation,Vision-Perception,2023-07,2023,19,20.0,0.0,34.46123521681997,0.7405677009873061,0.18503173483779972,overrated,86.0,8.0,True,110.0,39.0,9.0,1,1,0,Online Domain Adaptation; semantic segmentation; hardware-aware; back-propagation; domain-shift detector; FPS
2307.15131,Seal-3D: Interactive Pixel-Level Editing for Neural Radiance Fields,Vision/Image-Gen,2023-07,2023,6,24.0,3.0,34.46123521681997,0.15982016925246825,0.15594146685472496,neutral,14.0,11.0,True,18.0,11.0,7.0,1,0,0,implicit neural representations; neural radiance fields; NeRF; local editing; interactive editing; proxy function; teacher-student training; local pretraining; global finetuning
2307.15189,Med-Flamingo: a Multimodal Medical Few-shot Learner,Multimodal,2023-07,2023,24,566.0,39.0,34.46123521681997,0.6346086036671368,0.8856664315937941,neutral,344.08000000000175,20.0,True,152.0,152.0,9.0,1,1,0,medical generative vision-language models; few-shot learner; multimodal; fine-tuning; paired and interleaved medical image-text data; visual question answering; USMLE-style problems; human evaluation; physicians; rationale generation
2307.15199,PromptStyler: Prompt-driven Style Generation for Source-free Domain Generalization,Multimodal,2023-07,2023,13,87.0,13.0,34.46123521681997,0.3794957686882934,0.40435472496473907,neutral,63.0,15.0,True,33.0,33.0,5.0,0,0,0,PromptStyler; distribution shifts; synthesis; style word vectors; style-content features; joint vision-language space; source-free domain generalization; PACS; VLCS; OfficeHome; DomainNet
2307.15217,Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback,Reasoning/RL,2023-07,2023,39,882.0,46.0,34.46123521681997,0.7991008462623413,0.9418194640338505,neutral,59.0,10.0,True,69.0,32.0,32.0,0,4,0,reinforcement learning from human feedback; RLHF; large language models; LLMs; auditing; disclosure standards
2307.15337,Skeleton-of-Thought: Large Language Models Can Do Parallel Decoding,Code/Math,2023-07,2023,39,112.0,13.0,34.42838370565046,0.8816114245416079,0.7023095909732017,neutral,47.0,6.0,True,28.0,7.0,6.0,1,2,0,Skeleton-of-Thought; LLMs; sequential decoding; parallel API calls; batched decoding
2307.15504,Exploring Format Consistency for Instruction Tuning,LLM-core,2023-07,2023,8,16.0,3.0,34.42838370565046,0.32783850493653033,0.1459802538787024,neutral,344.08000000000175,28.0,True,100.0,100.0,9.0,1,0,0,instruction tuning; large language models; generalization performance; instruction styles; format inconsistency; Unified Instruction Tuning; UIT; OpenAI APIs; perplexity-based denoising; offline model
2307.15593,Robust Distortion-free Watermarks for Language Models,LLM-core,2023-07,2023,9,331.0,90.0,34.42838370565046,0.37535260930888575,0.9010049365303244,neutral,221.0,11.0,True,104.0,104.0,4.0,1,0,0,autoregressive language model; randomized watermark key; inverse transform sampling; exponential minimum sampling; OPT-1.3B; LLaMA-7B; Alpaca-7B; paraphrasing attacks
2307.15771,The Hydra Effect: Emergent Self-repair in Language Model Computations,LLM-core,2023-07,2023,20,115.0,4.0,34.42838370565046,0.6902327221438646,0.6910260930888575,neutral,65.0,29.0,True,32.0,32.0,5.0,0,0,0,causal analysis; adaptive computation; attention layer; Hydra effect; MLP layers; maximum-likelihood token; downregulation; circuit-level attribution
2307.15780,LLM-Rec: Personalized Recommendation via Prompting Large Language Models,LLM-core,2023-07,2023,28,165.0,3.0,34.55978975032851,0.7976904090267983,0.7819111424541608,neutral,46.0,4.0,True,23.0,13.0,5.0,0,4,0,large language models; LLM-Rec; basic prompting; recommendation-driven prompting; engagement-guided prompting; input augmentation; recommendation performance
2307.15818,RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,Multimodal,2023-07,2023,32,3256.0,189.0,34.42838370565046,0.7336918194640338,0.9908321579689704,neutral,7.0,9.0,True,167.0,4.0,46.0,1,3,0,vision-language models; end-to-end robotic control; co-fine-tuning; robotic trajectory data; vision-language tasks; visual question answering; text tokens; vision-language-action models; VLA; RT-2; emergent capabilities; chain of thought reasoning
2307.16125,SEED-Bench: Benchmarking Multimodal LLMs with Generative Comprehension,Multimodal,2023-07,2023,8,932.0,85.0,34.36268068331143,0.1934062059238364,0.942524682651622,underrated,105.0,4.0,True,48.0,48.0,6.0,0,2,0,Large Language Models; Multimodal Large Language Models; generative comprehension; SEED-Bench; multiple choice questions; human annotations; evaluation dimensions; image modality; video modality; advanced pipeline; automatic filtering; manual verification; generative models; spatial understanding; temporal understanding; leaderboard
2307.16184,"Unified Model for Image, Video, Audio and Language Tasks",Multimodal,2023-07,2023,16,57.0,2.0,34.36268068331143,0.46729548660084624,0.2802362482369535,neutral,263.0,25.0,True,60.0,60.0,4.0,1,1,0,Large Language Models; generalist agents; unification; modalities; Flamingo; UnIVAL; pretrained; efficient; multimodal curriculum learning; feature representations; weight interpolation; out-of-distribution generalization
2307.16368,AntGPT: Can Large Language Models Help Long-term Action Anticipation from Videos?,Reasoning/RL,2023-07,2023,13,95.0,12.0,34.32982917214192,0.38513751763046544,0.44516925246826516,neutral,80.0,10.0,True,45.0,45.0,7.0,1,0,0,long-term action anticipation; LTA; autoregressive prediction; temporal dynamics; top-down approach; large language models; LLMs; procedure text data; conditioned generation; chain-of-thought prompting; Ego4D; EPIC-Kitchens-55; EGTEA GAZE+; goal-conditioned prediction; counterfactual prediction
2307.16372,LP-MusicCaps: LLM-Based Pseudo Music Captioning,Speech/Audio,2023-07,2023,39,135.0,10.0,34.32982917214192,0.8862834978843441,0.75061706629055,neutral,115.0,21.0,True,27.0,27.0,4.0,1,2,0,large language models; LLMs; LP-MusicCaps; transformer-based music captioning model; zero-shot; transfer-learning
2307.16449,MovieChat: From Dense Token to Sparse Memory for Long Video Understanding,LLM-core,2023-07,2023,17,593.0,77.0,34.32982917214192,0.6322284908321579,0.9569816643159379,neutral,65.0,11.0,True,60.0,30.0,11.0,1,0,0,video foundation models; large language models; long videos; computation complexity; memory cost; long-term temporal connection; Atkinson-Shiffrin memory model; short-term memory; long-term memory; Transformers; MovieChat
2307.16686,Guiding Image Captioning Models Toward More Specific Captions,Code/Math,2023-07,2023,18,23.0,0.0,34.32982917214192,0.6610543018335684,0.23545486600846263,neutral,19.0,9.0,True,12.0,11.0,4.0,0,2,0,autoregressive captioning model; classifier-free guidance; conditional distributions; unconditional distributions; decoding; CLIPScore; CLIP embedding space; recall@1; CIDEr; language models; Pareto frontier
2307.16715,UniVTG: Towards Unified Video-Language Temporal Grounding,RAG/Retrieval,2023-07,2023,12,233.0,40.0,34.32982917214192,0.41599083215796895,0.8336565585331452,neutral,57.0,18.0,True,33.0,28.0,8.0,1,2,0,Video Temporal Grounding (VTG); moment retrieval; highlight detection; video summarization; unified formulation; pseudo supervision; grounding model; pretraining; zero-shot grounding
2307.16789,ToolLLM: Facilitating Large Language Models to Master 16000+ Real-world APIs,Agents,2023-07,2023,102,1691.0,242.0,34.32982917214192,0.9550423131170663,0.9736424541607899,neutral,344.08000000000175,28.0,True,100.0,100.0,18.0,1,5,0,instruction tuning; tool-use framework; ToolBench; RESTful APIs; depth-first search-based decision tree; ToolEval; fine-tuning; API retriever
2307.16888,Virtual Prompt Injection for Instruction-Tuned Large Language Models,LLM-core,2023-07,2023,8,198.0,27.0,34.32982917214192,0.3252820874471086,0.8203455571227081,underrated,13.0,5.0,True,57.0,11.0,9.0,1,2,0,Virtual Prompt Injection; VPI; Large Language Models; LLMs; instruction-tuned LLMs; virtual prompt; model behavior; trigger scenario; instruction tuning data; data poisoning; data filtering
2307.16890,Discovering Adaptable Symbolic Algorithms from Scratch,Agents,2023-07,2023,8,7.0,0.0,34.32982917214192,0.1740126939351199,0.012165021156558533,neutral,22.0,11.0,True,124.0,13.0,11.0,0,0,0,AutoML-Zero; zero-shot adaptable policies; linear register machine; modular policies; non-stationary control task; Cataclysmic Cartpole
2308.00113,Three Bricks to Consolidate Watermarks for Large Language Models,LLM-core,2023-07,2023,15,94.0,15.0,34.49408672798948,0.5849788434414669,0.6331100141043724,neutral,158.0,25.0,True,36.0,36.0,5.0,1,0,0,watermarking; large language models; statistical tests; natural language processing; multi-bit watermarking
2308.00304,Skills-in-Context Prompting: Unlocking Compositionality in Large Language Models,Reasoning/RL,2023-08,2023,24,34.0,2.0,34.2969776609724,0.5970997884344147,0.22663963328631875,neutral,25.0,8.0,True,83.0,14.0,7.0,0,1,0,compositional generalization; large language models; LLMs; skills-in-context; SKiC prompting; generalization; reasoning; benchmarks; MATH
2308.00436,SelfCheck: Using LLMs to Zero-Shot Check Their Own Step-by-Step Reasoning,Reasoning/RL,2023-08,2023,24,202.0,12.0,34.2969776609724,0.5970997884344147,0.749206629055007,neutral,73.0,8.0,True,79.0,30.0,3.0,1,0,0,large language models (LLMs); chain-of-thoughts (CoT); reasoning problems; non-linear thinking; multi-step reasoning; zero-shot verification scheme; weighted voting; question-answering; GSM8K; MathQA; MATH
2308.00566,Predicting masked tokens in stochastic locations improves masked image modeling,Vision-Perception,2023-07,2023,17,8.0,1.0,34.32982917214192,0.7034555712270804,0.05685825105782793,overrated,344.08000000000175,46.0,True,157.0,138.0,9.0,1,0,0,self-supervised learning; pretext tasks; masked language modeling; masked image modeling; FlexPredict; stochastic model; location uncertainty; stochastic masked token positions; downstream performance; ImageNet linear probing; semi-supervised video segmentation; ViT-B; ViT-L
2308.00675,Tool Documentation Enables Zero-Shot Tool-Usage with Large Language Models,Vision/Image-Gen,2023-08,2023,37,69.0,2.0,34.2969776609724,0.7922249647390691,0.5096967559943583,neutral,89.0,16.0,True,46.0,46.0,8.0,0,1,0,large language models; zero-shot prompts; few-shot prompts; tool documentation; tool APIs; image generation; video tracking; GroundingDino; Stable Diffusion; XMem; SAM; Grounded-SAM; Track Anything
2308.00906,ImageBrush: Learning Visual In-Context Instructions for Exemplar-Based Image Manipulation,Vision/Image-Gen,2023-08,2023,15,62.0,8.0,34.26412614980289,0.46138928067700985,0.47470028208744713,neutral,7.0,35.0,True,33.0,4.0,8.0,0,0,0,diffusion-based inpainting; visual instructions; visual prompting encoder; pose transfer; image translation; video inpainting
2308.00951,From Sparse to Soft Mixtures of Experts,Efficiency/Systems,2023-08,2023,22,281.0,22.0,34.26412614980289,0.6402503526093088,0.9052362482369535,neutral,82.0,12.0,True,52.0,52.0,4.0,1,0,0,sparse mixture of expert architectures; MoEs; training instability; token dropping; Soft MoE; implicit soft assignment; fully-differentiable; sparse Transformer; visual recognition; Soft MoE-Base; Soft MoE Huge; ViT-Huge; parameter efficiency; inference cost; performance
2308.01300,Revisiting DETR Pre-training for Object Detection,Vision-Perception,2023-08,2023,10,8.0,1.0,34.26412614980289,0.4593617771509168,0.08383286318758815,neutral,27.0,7.0,True,26.0,20.0,7.0,0,0,0,DETR; Transformer; self-supervised pre-training; backbone; COCO object detection; pre-training datasets; localization; classification target generation; DETReg; $\mathcal{H}$-Deformable-DETR; Swin-L; LLaVA; SDXL; synthetic pre-training datasets
2308.01313,"More Context, Less Distraction: Visual Classification by Inferring and Conditioning on Contextual Attributes",Efficiency/Systems,2023-08,2023,10,16.0,3.0,34.26412614980289,0.31549717912552894,0.18485543018335684,neutral,1.0,3.0,True,14.0,10.0,5.0,1,0,0,CLIP; zero-shot image classification; human visual perception; class-independent attributes; contextual attributes; attribute inference; PerceptionCLIP; group robustness; interpretability; ViT-L/14; Waterbirds dataset; CelebA
